Participant: IP
Session Start: 8/4/2025 10:06:38 AM
Trial          ConditionID    TargetX        TargetY        TargetZ        PenaltyX       PenaltyY       PenaltyZ       StartX         StartY         StartZ         ScaleX         ScaleY         ScaleZ         CtrlStartX     CtrlStartY     CtrlStartZ     MoveStartX     MoveStartY     MoveStartZ     EndX           EndY           EndZ           StartTime      EndTime        Score          Result         TargetSeed     TargetFirstX   TargetFirstY   TargetFirstZ   TargetLastX    TargetLastY    TargetLastZ    PenaltySeed    PenaltyFirstX  PenaltyFirstY  PenaltyFirstZ  PenaltyLastX   PenaltyLastY   PenaltyLastZ
1              24             0.200000003    0.800000012    2.5            0              0              0              0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   0.00248873234  1.00055838     2.29955339     0              0              0              0              0              0              3.83508396     3.83508396     0              Invalid Start  -1832510657    0.191253707    0.802469492    2.51446366     0.196478188    0.808377683    2.45659328     -1832502219    0.593227744    0.42399627     2.48380971     0.711497784    1.23444939     2.48368096
2              83             0.200000003    1.20000005     2.5            0              0              0              0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   0.000855877995 1.00113058     2.30054951     0              0              0              0              0              0              9.17809296     9.17809296     0              Invalid Start  -1832510656    0.207339123    1.20723236     2.49597788     0.185384393    1.16902411     2.50156975     -1832502220    -0.029423818   1.4693017      2.53450799     0.0736394078   1.27224958     2.53835177
3              50             0.200000003    1              2.5            0              0              0              0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   0.00142137706  0.999028504    2.30127954     0.0287726671   1.00163186     2.32718468     0.174728975    0.994158506    2.47821999     12.7816515     13.3702316     300            Hit            -1832510656    0.192574263    1.0102365      2.50722146     0.220237479    1.03406239     2.47047877     -1             0              0              0              0              0              0
4              2              -0.200000003   0.800000012    2.5            0              0              0              0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   0.00558391213  0.973798633    2.33886123     0              0              0              0              0              0              15.9255943     15.9255943     300            Too Early      -1832510654    -0.183913007   0.777976453    2.4724977      -0.210864678   0.812414348    2.50955224     -1832502221    -0.684383929   0.939415872    2.41252995     -0.185577407   0.413798034    2.44944572
5              24             0.200000003    0.800000012    2.5            0.699999988    0.800000012    2.5            0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   0.00152765214  0.996392548    2.30014133     0.0182013065   0.971454144    2.30984807     0.175716966    0.81979841     2.44798946     19.4759655     19.9867077     300            Neutral        -1832510654    0.242012754    0.774947822    2.50733948     0.221146628    0.814724743    2.49922585     -1832502219    0.593227744    0.42399627     2.48380971     0.711497784    1.23444939     2.48368096
6              16             0              0.800000012    2.5            0              0              0              0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   5.10215759E-05 0.991484821    2.34330106     0              0              0              0              0              0              22.2614365     22.2614365     300            Too Early      -1832510652    0.00591961294  0.796194732    2.5201807      -0.0234181955  0.779143572    2.49739909     -1832502217    0.016872704    1.49837041     2.46099663     0.264197826    1.12611485     2.48556423
7              81             0.200000003    1.20000005     2.5            0.200000003    1.20000005     2.45000005     0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   0.00141298771  0.997753799    2.30353379     0.0356650651   1.03271675     2.32016134     0.185818091    1.18218625     2.48712873     25.7061214     26.4854679     100            Hit Both       -1832510652    0.160075322    1.22763932     2.49001956     0.186211497    1.19922423     2.45587873     -1832502222    0.22359325     1.18804717     2.46760893     -0.137574241   1.07809496     2.42388773
8              72             0              1.20000005     2.5            0              0              0              0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   0.00233674049  0.999404252    2.30091572     0              0              0              0              0              0              30.5639648     30.5639648     100            Invalid Start  -1832510650    0.00696943467  1.1607604      2.52969193     0.0260018352   1.18883884     2.49184895     -1832502221    -0.484383941   1.33941591     2.41252995     0.0144225955   0.81379807     2.44944572
9              72             0              1.20000005     2.5            0              0              0              0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   -0.0217829496  0.950306237    2.17754126     0              0              0              0              0              0              34.56707       34.56707       100            Too Slow       -1832510649    -0.0345471613  1.21513283     2.47512436     0.00899875071  1.22626209     2.53394842     -1832502221    -0.484383941   1.33941591     2.41252995     0.0144225955   0.81379807     2.44944572
