Trial                         TargetX                       TargetY                       TargetZ                       PenaltyX                      PenaltyY                      PenaltyZ                      StartX                        StartY                        StartZ                        ScaleX                        ScaleY                        ScaleZ                        CtrlStartX                    CtrlStartY                    CtrlStartZ                    MoveStartX                    MoveStartY                    MoveStartZ                    EndX                          EndY                          EndZ                          StartTime                     EndTime                       Score                         Result                        TargetSeed                    TargetFirstDot                TargetLastDot                 PenaltySeed                   PenaltyFirstDot               PenaltyLastDot
1                             0                             0.800000012                   2.5                           -0.5                          0.800000012                   2.5                           0                             1                             2.29999995                    0.0500000007                  0.0500000007                  0.0500000007                  -0.000636979938               0.997892916                   2.30213785                    -0.000648647547               0.999467969                   2.30082726                    -0.00116115808                0.999729276                   2.30073738                    11.495039                     11.5166731                    0                             Neutral                       1033970196                    (0.01172234,0.7575958,2.476726)(-0.01541944,0.7558087,2.509737)1033970196                    (-0.2070748,0.3136446,2.531888)(-0.673573,1.1233,2.512793)
2                             0.200000003                   1.20000005                    2.5                           -0.300000012                  1.20000005                    2.5                           0                             1                             2.29999995                    0.0500000007                  0.0500000007                  0.0500000007                  0.000896111131                1.00122964                    2.30119896                    0.00235405564                 1.003564                      2.29934835                    0.21198827                    1.22541499                    2.49539423                    15.0751295                    15.8248501                    300                           Hit                           1033970197                    (0.1853999,1.220099,2.542274) (0.1930472,1.179083,2.491989) 1033970197                    (-0.4500123,0.7569504,2.483175)(-0.05202051,1.39529,2.54227)
3                             0.200000003                   1.20000005                    2.5                           0.699999988                   1.20000005                    2.5                           0                             1                             2.29999995                    0.0500000007                  0.0500000007                  0.0500000007                  0.00212085247                 0.999223709                   2.29965639                    0.00414046645                 1.00070238                    2.29904199                    0.185575172                   1.20026541                    2.50261307                    19.0249538                    19.678112                     600                           Hit                           1033970198                    (0.2195733,1.205102,2.498044) (0.1933711,1.156647,2.514434) 1033970198                    (0.2405799,1.632863,2.544441) (0.4640467,1.478326,2.498433)
4                             0.200000003                   1                             2.5                           0.200000003                   1.5                           2.5                           0                             1                             2.29999995                    0.0500000007                  0.0500000007                  0.0500000007                  0.00177893043                 0.999892771                   2.30080009                    0.00316856802                 1.00097537                    2.3018353                     0.2137997                     0.989113927                   2.49152327                    23.2250805                    23.8271656                    900                           Hit                           1033970199                    (0.1855824,0.997173,2.453171) (0.2069237,0.9866197,2.45951) 1033970199                    (0.2308169,1.05422,2.530395)  (-0.2885153,1.914454,2.478278)
5                             0                             1                             2.5                           0                             1                             2.54999995                    0                             1                             2.29999995                    0.0500000007                  0.0500000007                  0.0500000007                  0.000854611397                0.998230457                   2.29997039                    0.0015347451                  0.998253882                   2.30428672                    0.00303608179                 0.997837842                   2.48580933                    26.7534447                    27.2613029                    1200                          Hit                           1033970200                    (-0.01123584,1.043146,2.517706)(-0.03905607,0.9763223,2.504675)1033970200                    (-0.2094545,0.6167939,2.564909)(0.3103486,1.035312,2.574891)
6                             -0.200000003                  1.20000005                    2.5                           -0.200000003                  0.700000048                   2.5                           0                             1                             2.29999995                    0.0500000007                  0.0500000007                  0.0500000007                  0.00150367618                 0.996947765                   2.30132079                    -0.00156825781                0.998198092                   2.29962754                    -0.197941244                  1.22739482                    2.48303246                    30.4879265                    31.3172417                    1500                          Hit                           1033970201                    (-0.226817,1.201359,2.479276) (-0.2183069,1.186293,2.516912)1033970201                    (-0.2080583,0.8878258,2.47909)(-0.1381062,0.6838138,2.475059)
7                             -0.200000003                  0.800000012                   2.5                           0.300000012                   0.800000012                   2.5                           0                             1                             2.29999995                    0.0500000007                  0.0500000007                  0.0500000007                  -0.000634580851               0.997469187                   2.30129361                    -0.00256305933                0.995043218                   2.30171132                    -0.221285164                  0.802035093                   2.48218226                    34.9408646                    35.7685204                    1800                          Hit                           1033970202                    (-0.2099639,0.82419,2.526803) (-0.2102247,0.7854369,2.479737)1033970202                    (0.1121857,0.8796608,2.527591)(0.5405175,0.6849124,2.515337)
8                             0                             0.800000012                   2.5                           0                             1.29999995                    2.5                           0                             1                             2.29999995                    0.0500000007                  0.0500000007                  0.0500000007                  -0.00241182745                0.998371661                   2.29939985                    -0.00120300055                0.997638166                   2.29963303                    -0.00595667958                0.787140429                   2.48901939                    40.7269936                    41.4991608                    2100                          Hit                           1033970203                    (-0.01104964,0.8426756,2.493144)(-0.04392212,0.8006411,2.515393)1033970203                    (-0.2096768,1.089655,2.547859)(-0.2899895,1.736353,2.47618)
9                             0.200000003                   1.20000005                    2.5                           0.200000003                   1.20000005                    2.45000005                    0                             1                             2.29999995                    0.0500000007                  0.0500000007                  0.0500000007                  0.00172057748                 0.998099267                   2.30207849                    0.00226522982                 0.998211443                   2.30117965                    0.201452315                   1.21446621                    2.48982191                    44.6790504                    45.3598747                    1900                          Hit Both                      1033970204                    (0.2082856,1.21406,2.539825)  (0.1973813,1.214522,2.477757) 1033970204                    (-0.1347533,1.062211,2.400299)(0.01247145,1.46534,2.474687)
10                            0.200000003                   0.800000012                   2.5                           0.200000003                   0.800000012                   2.45000005                    0                             1                             2.29999995                    0.0500000007                  0.0500000007                  0.0500000007                  -0.000126123428               0.996213436                   2.29860687                    0.0018453598                  0.994229496                   2.29698968                    0.194736108                   0.804237902                   2.47284651                    48.5325623                    49.2933693                    1700                          Hit Both                      1033970205                    (0.1708693,0.7994433,2.5057)  (0.1991258,0.8075689,2.50985) 1033970205                    (0.2030413,1.090662,2.407563) (0.2935051,0.7551656,2.468081)
