Participant: IP
Session Start: 10/17/2025 3:28:30 AM
Trial          ConditionID    TargetX        TargetY        TargetZ        PenaltyX       PenaltyY       PenaltyZ       StartX         StartY         StartZ         ScaleX         ScaleY         ScaleZ         CtrlStartX     CtrlStartY     CtrlStartZ     MoveStartX     MoveStartY     MoveStartZ     EndX           EndY           EndZ           StartTime      EndTime        Score          Result         TargetSeed     TargetFirstX   TargetFirstY   TargetFirstZ   TargetLastX    TargetLastY    TargetLastZ    PenaltySeed    PenaltyFirstX  PenaltyFirstY  PenaltyFirstZ  PenaltyLastX   PenaltyLastY   PenaltyLastZ
1              52             0.100000001    1              2.47320509     -0.400000006   1              2.47320509     0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   -0.00040794909 0.999749243    2.29914904     0.0262803733   1.00634038     2.31384325     0.113991797    1.00264943     2.4507978      4.9543457      5.4971652      300            Hit            910794094      0.0780121535   1.00317836     2.46125293     0.104202434    0.989643335    2.47982717     910800418      -0.431275219   0.855427086    2.44091916     -0.159332082   0.986892045    2.48170471
2              12             0              0.899999976    2.47320509     -0.5           0.899999976    2.47320509     0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   0.000201642513 0.996855438    2.30100918     0.00800603628  0.978064537    2.32972169     0.0153014958   0.902901828    2.46538615     9.28431034     9.73423862     600            Hit            910794095      0.00431797979  0.910200119    2.46580052     -0.017846508   0.890021503    2.46386099     910800418      -0.531275213   0.755427063    2.44091916     -0.259332061   0.886892021    2.48170471
3              35             -0.100000001   1              2.47320509     0              0              0              0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   0.00155840814  0.99487263     2.30846977     0              0              0              0              0              0              13.9850006     13.9850006     600            Invalid Start  910794097      -0.111680903   0.975461364    2.48373485     -0.11304231    1.00775576     2.48688245     910800421      -0.550556898   1.87461483     2.50601578     -0.308559805   1.4430232      2.43663478
4              61             -0.100000001   1.10000002     2.44142127     -0.600000024   1.10000002     2.44142127     0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   -0.0003329068420.99960041     2.30160618     -0.0271832943  1.02240956     2.32120323     -0.0840245783  1.10816741     2.44970989     18.3316116     18.7583675     900            Hit            910794097      -0.0938680172  1.09760869     2.4169004      -0.0804110244  1.0899229      2.44083261     910800417      -0.110440969   0.951593697    2.46233177     -0.559745967   0.996468246    2.42020249
5              11             0              0.899999976    2.47320509     -0.5           0.899999976    2.47320509     0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   0.00182579458  0.998957038    2.30012655     0.0123467147   0.978404164    2.33917427     0.0177677274   0.90571034     2.47066784     23.2321472     23.6927433     1200           Hit            910794098      0.00267682294  0.898161113    2.48377371     0.011700443    0.885056674    2.48516011     910800417      -0.0104409456  0.751593649    2.49411559     -0.459745944   0.796468198    2.45198631
6              45             0              1              2.5            0              1.5            2.5            0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   0.000320866704 0.996093631    2.30777216     -0.00561061502 0.997309029    2.33739352     -0.00564011931 0.986352801    2.49762893     27.1725616     27.6125355     1500           Hit            910794099      0.00523042912  1.02112699     2.49158669     0.0225053802   0.992731392    2.51686907     910800421      -0.450556874   1.87461483     2.53281069     -0.208559811   1.4430232      2.46342969
7              33             -0.100000001   1              2.47320509     0              0              0              0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   0.00107416511  0.995699108    2.30426216     0              0              0              0              0              0              31.7244453     31.7244453     1500           Invalid Start  910794101      -0.0861556754  0.991084218    2.48432827     -0.0961876139  1.01700866     2.45646429     910800419      0.311482161    0.575186014    2.50295949     0.367953628    0.790539682    2.51999736
8              3              -0.100000001   0.899999976    2.44142127     0              0              0              0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   -0.0003095567230.99926722     2.29765439     0              0              0              0              0              0              34.4828415     34.4828415     1500           Invalid Start  910794102      -0.109610327   0.879251838    2.45389915     -0.0849660113  0.879817665    2.43526077     910800419      0.311482161    0.47518599     2.47117567     0.367953628    0.690539658    2.48821354
9              60             -0.100000001   1.10000002     2.44142127     0              0              0              0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   0.00148978829  0.998344421    2.30130386     -0.0191374421  1.01377833     2.31974506     -0.103880256   1.09315848     2.4543004      37.9318848     38.5798798     1800           Hit            910794102      -0.112166464   1.10363889     2.42088985     -0.0885669217  1.07815051     2.45538568     -1             0              0              0              0              0              0
10             66             -0.100000001   1.10000002     2.44142127     -0.100000001   0.600000024    2.44142127     0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   -0.0006679892540.997573733    2.30122662     -0.0260403752  1.02599239     2.3193028      -0.100240052   1.11123681     2.43260622     41.865696      42.4968452     2100           Hit            910794103      -0.0958628505  1.08574009     2.44213772     -0.103573285   1.11969078     2.42460752     910800422      -0.0313784257  0.894428968    2.48658347     0.126774907    0.545778334    2.39710212
