Participant: IP
Session Start: 7/28/2025 3:44:03 PM
Trial          TargetX        TargetY        TargetZ        PenaltyX       PenaltyY       PenaltyZ       StartX         StartY         StartZ         ScaleX         ScaleY         ScaleZ         CtrlStartX     CtrlStartY     CtrlStartZ     MoveStartX     MoveStartY     MoveStartZ     EndX           EndY           EndZ           StartTime      EndTime        Score          Result         TargetSeed     TargetFirstX   TargetFirstY   TargetFirstZ   TargetLastX    TargetLastY    TargetLastZ    PenaltySeed    PenaltyFirstX  PenaltyFirstY  PenaltyFirstZ  PenaltyLastX   PenaltyLastY   PenaltyLastZ
1              0.200000003    1              2.5            0.699999988    1              2.5            0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   0.00120052695  0.999946713    2.29740095     0.0304855853   1.00525665     2.31763816     0.171727538    0.995700717    2.48437691     6.34336519     6.91452456     300            Hit            -1664290506    0.216822356    0.987425983    2.47547793     0.216032878    1.04349709     2.50339222     -1664333933    0.494829893    1.13803947     2.49541354     1.1544342      0.680548429    2.50775075
2              0.200000003    1              2.5            -0.300000012   1              2.5            0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   -0.0006244480610.998755634    2.29902935     0.0263073891   1.00886786     2.31328583     0.210567981    1.00578833     2.48464489     10.5299587     11.1568613     600            Hit            -1664290505    0.186123133    1.00952101     2.50058341     0.226987749    1.03586054     2.49424767     -1664333929    0.00251191854  0.574297428    2.50687003     -0.131792858   0.818146408    2.51980543
3              -0.200000003   1.20000005     2.5            -0.200000003   0.700000048    2.5            0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   -0.0001205652950.999740779    2.29821134     -0.0194196999  1.02231467     2.31172705     -0.210212141   1.21422744     2.48938036     14.0011683     14.5544586     900            Hit            -1664290504    -0.216501489   1.20626152     2.53520226     -0.228145495   1.20127285     2.49963617     -1664333931    -0.527559936   0.571823537    2.47954845     0.24666135     0.505756557    2.48367023
4              0.200000003    0.800000012    2.5            0.699999988    0.800000012    2.5            0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   -0.0008696913721.00075841     2.29768896     0.0251703411   0.974354208    2.32058692     0.174489975    0.81805855     2.46832275     17.6142673     18.1643391     1200           Hit            -1664290503    0.189516902    0.76909411     2.48947573     0.169894964    0.799046516    2.52764392     -1664333933    0.494829893    0.938039482    2.49541354     1.1544342      0.480548441    2.50775075
6              -0.200000003   1              2.5            -0.699999988   1              2.5            0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   0.000412687659 0.997770488    2.30088425     -0.0243766606  1.00072718     2.32427359     -0.187527537   1.00573933     2.51037431     24.2626362     24.8422527     1500           Hit            -1664290501    -0.174099192   0.983319819    2.4769516      -0.228423268   0.972719848    2.49338078     -1664333932    -0.609349132   0.568703532    2.48762608     -0.626675844   1.29177189     2.54811382
7              0.200000003    0.800000012    2.5            0.200000003    1.29999995     2.5            0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   0.000501945615 0.999813974    2.29835701     0.0153062791   0.974203169    2.32023048     0.195656687    0.80498445     2.46690989     28.0735474     28.703476      1300           Hit Both       -1664290500    0.209185749    0.752160311    2.50974584     0.172560856    0.838699818    2.49753857     -1664333928    -0.285658538   1.63818645     2.48598433     0.689339221    1.09581327     2.52892971
9              0.200000003    1              2.5            0.200000003    0.5            2.5            0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   0.000551834702 0.999088049    2.2990346      0.0350436121   1.00807714     2.32040215     0.182539299    1.01687956     2.47100544     35.9989128     36.4048424     1600           Hit            -1664290498    0.217345878    0.99937284     2.49747777     0.193732843    1.0366652      2.51839614     -1664333930    -0.0754000396  0.565711558    2.54298615     0.532294214    0.658279181    2.53058314
11             0.200000003    1              2.5            0.200000003    1.5            2.5            0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   -0.00133496523 0.999495983    2.29689741     0.0279311836   1.00243556     2.3204546      0.194113672    0.976758122    2.48426867     42.5912971     43.0407104     1900           Hit            -1664290496    0.183158845    0.998330534    2.49169469     0.199004948    0.99080646     2.49263406     -1664333928    -0.285658538   1.8381865      2.48598433     0.689339221    1.29581332     2.52892971
12             -0.200000003   0.800000012    2.5            -0.200000003   0.300000012    2.5            0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   0.00110305846  0.999202609    2.29934525     -0.0195577741  0.981850207    2.32502103     -0.1918028     0.834027588    2.48182297     46.4279976     46.9475365     2200           Hit            -1664290495    -0.231156513   0.769161463    2.51516032     -0.195147306   0.799664915    2.46554971     -1664333931    -0.527559936   0.171823502    2.47954845     0.24666135     0.105756521    2.48367023
13             0              0.800000012    2.5            -0.5           0.800000012    2.5            0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   0.000154018402 0.9989326      2.30040455     0.00388160348  0.977754354    2.32197428     0.0134319961   0.817043245    2.48817396     50.4539032     50.9558105     2500           Hit            -1664290494    0.00456427643  0.813901722    2.47635221     0.00126732327  0.795843124    2.45072246     -1664333929    -0.19748807    0.37429744     2.50687003     -0.331792831   0.61814642     2.51980543
17             0.200000003    0.800000012    2.5            0.699999988    0.800000012    2.5            0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   -0.0003883987671.00017166     2.29630065     0.0385342538   0.976607144    2.33142614     0.180605739    0.810925066    2.45850182     63.0607567     63.4558678     2800           Hit            -1664290490    0.1722074      0.791072965    2.51846337     0.22272867     0.830183268    2.50554562     -1664333933    0.494829893    0.938039482    2.49541354     1.1544342      0.480548441    2.50775075
