19             -0.200000003   0.800000012    2.5            -0.200000003   1.29999995     2.5            0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   -0.0002447068690.999448538    2.29756975     -0.0204047859  0.980180919    2.31840086     -0.192816108   0.80083245     2.48097634     71.2457733     71.7353134     2600           Hit Both       -1664290488    -0.187073305   0.83464402     2.50493956     -0.189097822   0.780888438    2.52964401     -1664333928    -0.685658514   1.63818645     2.48598433     0.289339244    1.09581327     2.52892971
20             0.200000003    0.800000012    2.5            0.200000003    0.300000012    2.5            0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   0.00149765611  0.996280253    2.29956579     0.025099203    0.984112978    2.31359577     0.179278612    0.813713431    2.47092938     75.1409302     75.5524826     2900           Hit            -1664290487    0.187763602    0.794484079    2.54679704     0.198456705    0.784870386    2.53394985     -1664333931    -0.127559945   0.171823502    2.47954845     0.646661341    0.105756521    2.48367023
21             -0.200000003   1.20000005     2.5            -0.200000003   0.700000048    2.5            0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   0.000834733248 0.999998748    2.29743624     -0.024094373   1.01905489     2.31141424     -0.201196522   1.19512284     2.48659849     78.7453613     79.1281281     2700           Hit Both       -1664290486    -0.1965909     1.24827838     2.49284267     -0.190858021   1.21311927     2.47062612     -1664333931    -0.527559936   0.571823537    2.47954845     0.24666135     0.505756557    2.48367023
22             0.200000003    1.20000005     2.5            0.699999988    1.20000005     2.5            0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   0.000912383199 0.99847877     2.29880786     0.0217000395   1.02118528     2.31562877     0.182603791    1.17821288     2.49810815     82.2569733     82.7126923     3000           Hit            -1664290485    0.179552272    1.20712113     2.52042866     0.202694923    1.19602394     2.45765424     -1664333927    0.875863612    0.72179091     2.46196222     0.520124316    0.795357227    2.46471119
23             -0.200000003   0.800000012    2.5            -0.200000003   1.29999995     2.5            0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   0.00155454874  1.00120997     2.29649425     -0.0295645893  0.976982832    2.33046627     -0.187969297   0.804259777    2.46799994     86.1050186     86.4560699     2800           Hit Both       -1664290484    -0.195834473   0.820821404    2.48602533     -0.191661105   0.75393039     2.49029827     -1664333928    -0.685658514   1.63818645     2.48598433     0.289339244    1.09581327     2.52892971
24             0.200000003    0.800000012    2.5            0.699999988    0.800000012    2.5            0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   0.00131754577  0.99963522     2.29834437     0.0344587862   0.990651786    2.32145548     0.181937292    0.824852526    2.46638107     90.6501236     91.910141      3100           Hit            -1664290483    0.167619497    0.822829485    2.51468492     0.217686698    0.818843961    2.47650981     -1664333933    0.494829893    0.938039482    2.49541354     1.1544342      0.480548441    2.50775075
25             0              1.20000005     2.5            -0.5           1.20000005     2.5            0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   0.000341981649 0.999941409    2.2981894      -0.0034776628  1.04396224     2.31820202     0.0189794898   1.19637346     2.48291302     94.7741699     95.3274002     3400           Hit            -1664290482    -0.0237040352  1.20739067     2.46383429     -0.00280729332 1.18244886     2.51365161     -1664333932    -0.409349144   0.76870358     2.48762608     -0.426675856   1.49177194     2.54811382
27             -0.200000003   1              2.5            -0.200000003   1.5            2.5            0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   -0.00168901682 0.99565649     2.30377126     -0.0410654545  0.996624351    2.33872795     -0.205875158   0.982762158    2.50775933     102.038803     102.684326     3700           Hit            -1664290480    -0.208376899   0.987548411    2.51839876     -0.196648896   1.00082493     2.47283816     -1664333928    -0.685658514   1.8381865      2.48598433     0.289339244    1.29581332     2.52892971
28             -0.200000003   1              2.5            -0.200000003   0.5            2.5            0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   0.000391766429 0.998940289    2.29750204     -0.028349787   1.00638688     2.31842589     -0.204807073   1.01645744     2.49272537     106.524216     107.03344      4000           Hit            -1664290479    -0.188295662   0.961326599    2.48573351     -0.21607095    0.965328336    2.4831109      -1664333930    -0.475400031   0.565711558    2.54298615     0.132294223    0.658279181    2.53058314
29             0              0.800000012    2.5            0              0.300000012    2.5            0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   0.0016540736   0.996357679    2.30059004     -0.00276854634 0.968936503    2.33470345     -0.0138842762  0.800658882    2.48403573     112.189072     112.639603     4300           Hit            -1664290478    0.0170486774   0.834409595    2.52157855     0.0299442988   0.820269048    2.50721693     -1664333930    -0.275400043   0.36571157     2.54298615     0.332294226    0.458279192    2.53058314
