Participant: IP
Session Start: 10/17/2025 3:28:30 AM
Trial          Time           PosX           PosY           PosZ           VelX           VelY           VelZ           Speed
1              4.60930014     -0.00040794909 0.999749243    2.29914904     0              0              0              0
1              4.63790417     -0.0009905099870.999348164    2.29919195     -0.0203664135  -0.0140218027  0.00150032667  0.0247720145
1              4.65370417     -0.00112271309 0.998844385    2.29937053     -0.00836728513 -0.031884715   0.0113022486   0.0348480605
1              4.67719364     -0.0004203021530.9990049      2.29935551     0.0299034417   0.00683355005  -0.0006394558590.0306809731
1              4.69784641     1.49458647E-05 0.998956263    2.29932046     0.0210744273   -0.00235499092 -0.0016969787  0.0212733913
1              4.71938515     0.000310614705 0.998629689    2.29893112     0.0137273297   -0.0151621886  -0.0180761851  0.0272961538
1              4.74168205     0.000447079539 0.998241246    2.29914641     0.00612040469  -0.0174215678  0.00965577736  0.0208375715
1              4.76305294     0.000238478184 0.997789323    2.2995286      -0.00976095442 -0.0211465266  0.0178833455   0.0293643642
1              4.78487349     0.000249058008 0.997517049    2.29972816     0.000484857097 -0.0124778999  0.00914536044  0.0154780708
1              4.80701542     0.000670358539 0.997612119    2.29963875     0.019027384    0.0042936625   -0.0040379269  0.0199193805
1              4.82860231     0.00105123222  0.99837327     2.29911661     0.0176435784   0.0352595448   -0.0241874401  0.0462554172
1              4.85155821     0.0013436079   0.998927891    2.29872751     0.0127363512   0.024160184    -0.0169497784  0.0321438052
1              4.87328339     0.00198557973  0.999395788    2.29859114     0.0295496397   0.0215370376   -0.00627729204 0.0371002629
1              4.89468718     0.00352208316  0.999947548    2.29955912     0.0717871487   0.0257788505   0.0452250764   0.0886749774
1              4.91487503     0.00638976693  1.00107229     2.30168533     0.142051041    0.0557141043   0.105322391    0.185405955
1              4.93323517     0.0124692768   1.00290573     2.30555248     0.331117183    0.0998572409   0.210622162    0.404934257
1              4.9543457      0.0262803733   1.00634038     2.31384325     0.654234946    0.162700579    0.39273566     0.780215442
1              4.97678518     0.040819183    1.01006019     2.32373548     0.647917271    0.165771961    0.440843761    0.801012099
1              4.99814224     0.0525971502   1.01332939     2.33419847     0.551477849    0.153073013    0.489907295    0.753371298
1              5.01919508     0.0653800815   1.01523912     2.35008144     0.607172847    0.0907098576   0.754420638    0.972644687
1              5.04114199     0.0790533721   1.0145514      2.36892128     0.623025477    -0.0313359872  0.858439863    1.06116056
1              5.06229019     0.0906645954   1.01270461     2.38765621     0.549043298    -0.0873265341  0.885891974    1.04588675
1              5.08448839     0.101511374    1.0099268      2.40492845     0.488633245    -0.125136942   0.778091609    0.927280009
1              5.10653019     0.111965567    1.00785983     2.41985393     0.474287271    -0.0937745795  0.677141249    0.832023025
1              5.12925816     0.120404541    1.00623524     2.43095326     0.371299744    -0.0714787915  0.488350987    0.617623985
1              5.15117884     0.122033715    1.00442362     2.43854141     0.0743212476   -0.0826444253  0.346163601    0.363569796
1              5.17347574     0.117972851    1.00016177     2.44436216     -0.182127684   -0.191141844   0.261057705    0.371290743
1              5.19567585     0.110439509    0.999171495    2.44393826     -0.339338183   -0.044606626   -0.0190948788  0.34278968
1              5.21556044     0.107520729    0.999254763    2.44401932     -0.14678742    0.00418758858  0.00407667924  0.146903723
1              5.23473454     0.106142402    1.00000608     2.44332838     -0.071883738   0.0391833149   -0.0360343494  0.08944875
1              5.2561512      0.104959846    1.00140262     2.44342041     -0.0552173182  0.0652087554   0.00429715402  0.0855546594
1              5.27758741     0.105183601    1.00311744     2.44350743     0.0104382234   0.07999672     0.00405961787  0.0807769299
1              5.29931021     0.107371867    1.00419903     2.44506145     0.100736342    0.0497905798   0.0715386346   0.133209199
1              5.32172298     0.109570622    1.00430477     2.44753981     0.0981018022   0.00471773697  0.110576943    0.147896856
1              5.34383965     0.109139442    1.00252259     2.44985414     -0.0194956753  -0.080580689   0.104641698    0.133503616
1              5.36560345     0.108139515    1.00031245     2.45228577     -0.0459445305  -0.101551212   0.111728244    0.15781872
1              5.38792849     0.106271654    0.998707891    2.45333433     -0.0836671442  -0.0718729794  0.0469684042   0.119883053
1              5.41123438     0.10684371     1.00042498     2.45310783     0.0245455261   0.0736762211   -0.00971846841 0.0782631263
1              5.43291521     0.108620197    1.00180554     2.4518106      0.0819374844   0.0636761561   -0.0598328263  0.11978469
1              5.45519924     0.111114681    1.00241137     2.45065427     0.111941598    0.0271866377   -0.0518910661  0.126343653
1              5.47762823     0.113091081    1.00262427     2.45071149     0.0881180838   0.00949252211  0.00255118194  0.0886646137
1              5.4971652      0.113991797    1.00264943     2.4507978      0.046103064    0.00128746277  0.00441764481  0.0463321246
2              8.90432549     0.000201642513 0.996855438    2.30100918     0              0              0              0
2              8.92557144     0.000236228108 0.996938586    2.30091596     0.0016278869   0.00391366147  -0.00438778987 0.00610077567
2              8.94591141     0.000102177262 0.997094572    2.30063057     -0.00659053586 0.00766893383  -0.0140308961  0.0172949061
2              8.96731853     2.41994858E-05 0.997196615    2.3005209      -0.00364266383 0.00476685679  -0.00512325764 0.00788921397
2              8.98896885     0.000392854214 0.997453213    2.30039859     0.0170271453   0.0118515538   -0.00564910332 0.021501055
2              9.01107216     0.000284045935 0.997740626    2.30036998     -0.00492267217 0.0130030811   -0.00129437551 0.0139638186
2              9.03279781     9.51439142E-05 0.997961164    2.30004311     -0.0086949449  0.0101510752   -0.0150455395  0.0201249756
