Participant: IP
Session Start: 8/4/2025 1:39:58 PM
Trial          ConditionID    TargetX        TargetY        TargetZ        PenaltyX       PenaltyY       PenaltyZ       StartX         StartY         StartZ         ScaleX         ScaleY         ScaleZ         CtrlStartX     CtrlStartY     CtrlStartZ     MoveStartX     MoveStartY     MoveStartZ     EndX           EndY           EndZ           StartTime      EndTime        Score          Result         TargetSeed     TargetFirstX   TargetFirstY   TargetFirstZ   TargetLastX    TargetLastY    TargetLastZ    PenaltySeed    PenaltyFirstX  PenaltyFirstY  PenaltyFirstZ  PenaltyLastX   PenaltyLastY   PenaltyLastZ
1              1              0              1.09933472     0.490033299    0              0              0              0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   -0.00409677625 0.996027172    2.29567575     0              0              0              0              0              0              4.62936163     4.62936163     0              Invalid Start  1872841878     -3.16985352E-051.11552155     0.459206134    -0.0157041084  1.0872035      0.458940178    -1             0              0              0              0              0              0
2              1              0              1.09933472     0.490033299    0              0              0              0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   0.00323221087  0.997718811    2.29790187     0              0              0              0              0              0              15.0871534     15.0871534     0              Invalid Start  1872841879     0.0270962697   1.10922813     0.498704612    -0.012048956   1.07900774     0.48660177     -1             0              0              0              0              0              0
3              5              0.0993346721   1              0.490033299    0              0              0              0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   -0.00187976658 0.999951243    2.29524875     0              0              0              0              0              0              19.755024      19.755024      0              Invalid Start  1872841880     0.137585908    0.989466488    0.464618921    0.12212766     0.98266232     0.510225356    -1             0              0              0              0              0              0
