Participant: ME
Session Start: 7/30/2025 3:49:57 PM
Trial          ConditionID    TargetX        TargetY        TargetZ        PenaltyX       PenaltyY       PenaltyZ       StartX         StartY         StartZ         ScaleX         ScaleY         ScaleZ         CtrlStartX     CtrlStartY     CtrlStartZ     MoveStartX     MoveStartY     MoveStartZ     EndX           EndY           EndZ           StartTime      EndTime        Score          Result         TargetSeed     TargetFirstX   TargetFirstY   TargetFirstZ   TargetLastX    TargetLastY    TargetLastZ    PenaltySeed    PenaltyFirstX  PenaltyFirstY  PenaltyFirstZ  PenaltyLastX   PenaltyLastY   PenaltyLastZ
1              13             0              1              2.5            -0.5           1              2.5            0              1              2.30000019     0.0500000007   0.0500000007   0.0500000007   0.00192792714  0.99654305     2.30253458     0.0132340491   1.00730419     2.34031963     0.00972834229  0.990748525    2.48178434     8.16200733     8.61349392     300            Hit            -1259404724    -0.0328069143  0.969072163    2.50015497     -0.0355555043  0.98169452     2.50119448     -1259390139    -0.900830269   1.01318789     2.5408802      -0.139761567   1.16426134     2.51326513
2              14             0              1              2.5            0              0              0              0              1              2.30000019     0.0500000007   0.0500000007   0.0500000007   0.000331386924 0.997220337    2.30135226     0              0              0              0              0              0              12.2660608     12.2660608     300            Invalid Start  -1259404722    0.00162109197  1.01103103     2.48533869     0.023385955    0.995454192    2.49654007     -1259390138    0.55732435     0.888660371    2.52934504     0.654111385    0.802909911    2.53849101
3              8              0.200000003    0.800000012    2.5            0              0              0              0              1              2.30000019     0.0500000007   0.0500000007   0.0500000007   0.00139032304  0.999377489    2.29907846     0              0              0              0              0              0              15.1857653     15.1857653     300            Invalid Start  -1259404721    0.196733385    0.842990994    2.49382424     0.205010444    0.795446754    2.51586723     -1259390138    0.757324338    0.688660383    2.52934504     0.854111373    0.602909923    2.53849101
4              20             -0.200000003   1.20000005     2.5            0.300000012    1.20000005     2.5            0              1              2.30000019     0.0500000007   0.0500000007   0.0500000007   5.44637442E-05 0.998279214    2.29853821     -0.03800264    1.02586389     2.32214999     -0.208529919   1.18999135     2.49182987     18.1991215     18.9409504     600            Hit            -1259404721    -0.237769291   1.18330777     2.5271697      -0.16344282    1.2047832      2.48771834     -1259390138    0.357324362    1.08866048     2.52934504     0.454111397    1.0029099      2.53849101
5              2              -0.200000003   0.800000012    2.5            0.300000012    0.800000012    2.5            0              1              2.30000019     0.0500000007   0.0500000007   0.0500000007   -0.0004001706840.99595803     2.30287743     -0.0374867022  0.971226633    2.32024097     -0.22497642    0.806905806    2.46980429     22.5348701     23.2146473     900            Hit            -1259404720    -0.17275323    0.79927516     2.49118924     -0.218921259   0.838190973    2.4794848      -1259390138    0.357324362    0.688660383    2.52934504     0.454111397    0.602909923    2.53849101
6              2              -0.200000003   0.800000012    2.5            0              0              0              0              1              2.30000019     0.0500000007   0.0500000007   0.0500000007   -0.0365224481  0.959339678    2.32184744     0              0              0              0              0              0              26.4840679     26.4840679     900            Too Early      -1259404718    -0.224462628   0.822399139    2.51427007     -0.216433913   0.818009615    2.47319674     -1259390138    0.357324362    0.688660383    2.52934504     0.454111397    0.602909923    2.53849101
7              18             -0.200000003   1.20000005     2.5            0.300000012    0.800000012    2.5            0              1              2.30000019     0.0500000007   0.0500000007   0.0500000007   0.0023329854   0.999042988    2.30120134     -0.0249620378  1.0174644      2.30724621     -0.21186313    1.19857192     2.47564578     28.6229877     29.5691891     1200           Hit            -1259404718    -0.211593881   1.19566011     2.45654416     -0.209955409   1.24363637     2.49564719     -1             0              0              0              0              0              0
8              11             -0.200000003   1              2.5            0              0              0              0              1              2.30000019     0.0500000007   0.0500000007   0.0500000007   -0.0242955834  0.99161756     2.26030493     0              0              0              0              0              0              33.9717598     33.9717598     1200           Too Early      -1259404716    -0.198951617   1.03950119     2.50800657     -0.176357374   1.0373913      2.47914481     -1259390138    0.357324362    0.888660371    2.52934504     0.454111397    0.802909911    2.53849101
9              10             -0.200000003   1              2.5            0              0              0              0              1              2.30000019     0.0500000007   0.0500000007   0.0500000007   0.0214477181   1.01212478     2.24778795     0              0              0              0              0              0              34.984375      34.984375      1200           Too Early      -1259404715    -0.206095904   1.01961613     2.54237008     -0.239245847   1.01844049     2.51348257     -1259390139    -1.10083032    1.01318789     2.5408802      -0.339761555   1.16426134     2.51326513
10             2              -0.200000003   0.800000012    2.5            0              0              0              0              1              2.30000019     0.0500000007   0.0500000007   0.0500000007   -0.0110666603  0.984867752    2.25544453     0              0              0              0              0              0              39.4658203     39.4658203     1200           Too Early      -1259404714    -0.235104382   0.791199505    2.48150444     -0.208015114   0.791373193    2.49491453     -1259390138    0.357324362    0.688660383    2.52934504     0.454111397    0.602909923    2.53849101
