Participant: IP
Session Start: 8/4/2025 1:26:47 PM
Trial          ConditionID    TargetX        TargetY        TargetZ        PenaltyX       PenaltyY       PenaltyZ       StartX         StartY         StartZ         ScaleX         ScaleY         ScaleZ         CtrlStartX     CtrlStartY     CtrlStartZ     MoveStartX     MoveStartY     MoveStartZ     EndX           EndY           EndZ           StartTime      EndTime        Score          Result         TargetSeed     TargetFirstX   TargetFirstY   TargetFirstZ   TargetLastX    TargetLastY    TargetLastZ    PenaltySeed    PenaltyFirstX  PenaltyFirstY  PenaltyFirstZ  PenaltyLastX   PenaltyLastY   PenaltyLastZ
1              5              0.388228565    0              1.44888878     0              0              0              0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   -0.00386948884 0.996488392    2.29612708     0              0              0              0              0              0              5.22942972     5.22942972     0              Invalid Start  -1729243918    0.406989813    -0.00991703384 1.48247254     0.362073541    0.0111009767   1.48710287     -1             0              0              0              0              0              0
2              6              -0.387360424   0.387360424    1.39638948     0              0              0              0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   -0.0756062791  0.935488462    1.91552424     0              0              0              0              0              0              10.8116932     10.8116932     0              Too Slow       -1729243917    -0.392321259   0.35480997     1.38367927     -0.365541548   0.404586017    1.35546148     -1             0              0              0              0              0              0
3              2              0.387360424    -0.387360424   1.39638948     0              0              0              0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   -0.0018748939  0.997784257    2.29925966     0              0              0              0              0              0              16.2380638     16.2380638     0              Invalid Start  -1729243916    0.356693       -0.370928586   1.42004752     0.404815614    -0.407751709   1.42753577     -1             0              0              0              0              0              0
