Participant: IP
Session Start: 8/11/2025 6:13:55 PM
Trial          ConditionID    TargetX        TargetY        TargetZ        PenaltyX       PenaltyY       PenaltyZ       StartX         StartY         StartZ         ScaleX         ScaleY         ScaleZ         CtrlStartX     CtrlStartY     CtrlStartZ     MoveStartX     MoveStartY     MoveStartZ     EndX           EndY           EndZ           StartTime      EndTime        Score          Result         TargetSeed     TargetFirstX   TargetFirstY   TargetFirstZ   TargetLastX    TargetLastY    TargetLastZ    PenaltySeed    PenaltyFirstX  PenaltyFirstY  PenaltyFirstZ  PenaltyLastX   PenaltyLastY   PenaltyLastZ
1              6              -0.200000003   1.20000005     2.39999986     0              0              0              0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   -0.00119628012 0.998435915    2.30141807     0              0              0              0              0              0              5.37001085     5.37001085     0              Invalid Start  -576141896     -0.205048472   1.18775141     2.4073534      -0.219257757   1.19594944     2.39881945     -1             0              0              0              0              0              0
2              8              0.200000003    1.20000005     2.39999986     0              0              0              0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   -0.00202478468 0.998655677    2.30068231     0              0              0              0              0              0              8.98453045     8.98453045     0              Invalid Start  -576141895     0.201454073    1.17876577     2.37891531     0.212625101    1.17657638     2.39392543     -1             0              0              0              0              0              0
3              5              0.200000003    1              2.52360678     0              0              0              0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   0.000527665019 0.998783588    2.29915881     0.0305897295   1.0084244      2.32139945     0.170237258    1.01194119     2.47629023     12.2719631     12.7697563     0              Neutral        -576141895     0.207723171    1.01709986     2.52653337     0.193400711    1.02283871     2.5138154      -1             0              0              0              0              0              0
4              4              0              1              2.5999999      0              0              0              0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   -0.0001184195280.997781813    2.30227828     0.000499904156 1.0013597      2.33415389     0.0236811042   0.993873775    2.58524799     15.9637384     16.5781269     300            Hit            -576141894     -0.0106468154  1.02644229     2.59851837     0.000623948814 0.974507928    2.60254145     -1             0              0              0              0              0              0
5              1              0              0.800000012    2.52360678     0              0              0              0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   0.000102698803 0.997880995    2.30632019     0              0              0              0              0              0              19.6622772     19.6622772     300            Invalid Start  -576141892     -0.0001183324130.814578474    2.54353189     0.00166272104  0.803527653    2.51494145     -1             0              0              0              0              0              0
6              4              0              1              2.5999999      0              0              0              0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   4.11421061E-05 0.99742204     2.30170202     -0.0006671845911.0012809      2.33876348     0.000412046909 0.98032999     2.58799982     22.6918125     23.3469563     600            Hit            -576141892     0.0178259723   1.0016042      2.59229231     0.0265514627   0.999024928    2.58669353     -1             0              0              0              0              0              0
