Participant: IP
Session Start: 8/4/2025 3:51:07 PM
Trial          ConditionID    TargetX        TargetY        TargetZ        PenaltyX       PenaltyY       PenaltyZ       StartX         StartY         StartZ         ScaleX         ScaleY         ScaleZ         CtrlStartX     CtrlStartY     CtrlStartZ     MoveStartX     MoveStartY     MoveStartZ     EndX           EndY           EndZ           StartTime      EndTime        Score          Result         TargetSeed     TargetFirstX   TargetFirstY   TargetFirstZ   TargetLastX    TargetLastY    TargetLastZ    PenaltySeed    PenaltyFirstX  PenaltyFirstY  PenaltyFirstZ  PenaltyLastX   PenaltyLastY   PenaltyLastZ
1              3              -0.200000003   1              2.52360678     0              0              0              0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   -0.0005235522990.998242259    2.30231476     -0.0327714384  0.999688029    2.31790209     -0.198031932   0.995098114    2.49609613     4.15283775     4.70442247     300            Hit            -1323862262    -0.15637818    1.00867867     2.54297638     -0.15819785    0.982892811    2.5196507      -1             0              0              0              0              0              0
2              7              0              1.20000005     2.52360678     0              0              0              0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   0.000351563096 0.99990499     2.29903483     -0.0009902715681.03018022     2.31446266     -0.00673925877 1.17956042     2.47965598     7.9585762      8.38090229     600            Hit            -1323862261    -0.022202516   1.17658925     2.54490924     -0.0207043756  1.18792677     2.51678228     -1             0              0              0              0              0              0
3              6              -0.200000003   1.20000005     2.39999986     0              0              0              0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   0.00182563066  0.999281287    2.29957151     -0.0292702615  1.01969349     2.31178331     -0.179052681   1.19660497     2.42386365     11.6840372     12.0742188     900            Hit            -1323862260    -0.231466889   1.2241962      2.39266872     -0.237917483   1.18606853     2.41262364     -1             0              0              0              0              0              0
4              6              -0.200000003   1.20000005     2.39999986     0              0              0              0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   -0.00220362842 0.998158097    2.3001976      -0.0254708827  1.01735842     2.30690455     -0.195465833   1.19540548     2.40675306     15.5027714     16.1437035     1200           Hit            -1323862259    -0.204189926   1.19449592     2.41362381     -0.231672555   1.17635882     2.41462803     -1             0              0              0              0              0              0
5              7              0              1.20000005     2.52360678     0              0              0              0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   0.000264137983 1.00195754     2.29879498     -0.00404110551 1.03054488     2.31938338     -0.0127960742  1.18107677     2.49370003     20.2941856     20.7496033     1500           Hit            -1323862258    0.00636352459  1.20718455     2.48753023     0.0206411462   1.18963706     2.55063772     -1             0              0              0              0              0              0
6              6              -0.200000003   1.20000005     2.39999986     0              0              0              0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   0.00160770118  0.999470115    2.29827881     -0.0232159495  1.02086878     2.3038249      -0.196034074   1.19300389     2.4054985      23.6592484     24.1993198     1800           Hit            -1323862257    -0.211760715   1.17795587     2.40970731     -0.218269393   1.17975295     2.41549921     -1             0              0              0              0              0              0
7              0              -0.200000003   0.800000012    2.39999986     0              0              0              0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   0.00182120502  0.999532998    2.29977655     -0.01846838    0.977294981    2.30625248     -0.197882771   0.802345395    2.42035341     27.685154      28.2259674     2100           Hit            -1323862256    -0.22069186    0.8240996      2.37471199     -0.20614934    0.809972703    2.37645507     -1             0              0              0              0              0              0
8              3              -0.200000003   1              2.52360678     0              0              0              0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   0.00264798105  0.997754633    2.30255556     -0.0334258974  1.00027406     2.32508278     -0.183720738   0.988305271    2.50507283     31.2538719     31.7325401     2400           Hit            -1323862255    -0.232145682   1.01356661     2.5127728      -0.228378236   0.994505405    2.54376817     -1             0              0              0              0              0              0
9              3              -0.200000003   1              2.52360678     0              0              0              0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   -0.0004863142970.999558389    2.29915261     -0.0268076956  1.00257707     2.31334257     -0.178480148   0.989940822    2.4950757      34.7665443     35.2208633     2700           Hit            -1323862254    -0.188324913   0.977883637    2.56422353     -0.181375459   0.9767555      2.55750299     -1             0              0              0              0              0              0
10             1              0              0.800000012    2.52360678     0              0              0              0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   0.00411491096  0.963820755    2.3113718      0              0              0              0              0              0              38.8497658     38.8497658     2700           Too Early      -1323862252    0.00940527674  0.777664483    2.5218842      -0.0253124926  0.815907538    2.54983997     -1             0              0              0              0              0              0
