Participant: IP
Session Start: 7/28/2025 2:49:10 PM
Trial          TargetX        TargetY        TargetZ        PenaltyX       PenaltyY       PenaltyZ       StartX         StartY         StartZ         ScaleX         ScaleY         ScaleZ         CtrlStartX     CtrlStartY     CtrlStartZ     MoveStartX     MoveStartY     MoveStartZ     EndX           EndY           EndZ           StartTime      EndTime        Score          Result         TargetSeed     TargetFirstX   TargetFirstY   TargetFirstZ   TargetLastX    TargetLastY    TargetLastZ    PenaltySeed    PenaltyFirstX  PenaltyFirstY  PenaltyFirstZ  PenaltyLastX   PenaltyLastY   PenaltyLastZ
1              0.200000003    0.800000012    2.5            0.200000003    0.800000012    2.45000005     0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   -0.0008743256330.998476863    2.29729629     0.0285063535   0.970033169    2.32007194     0.180910841    0.8134588      2.45337105     5.65936422     6.03067541     -500           Missed         -508658505     0.177828312    0.789544225    2.53049994     0.159163743    0.802673876    2.50138974     -508684861     0.0831583887   0.715982676    2.44433308     -0.0944868773  0.902773738    2.47306442
4              0              1              2.5            0              1              2.45000005     0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   0.000186428428 0.998934627    2.29825068     -0.00818154216 1.00181282     2.34466553     -0.00758057833 1.00857198     2.50604439     16.7202415     17.0053425     -200           Hit            -508658502     -0.0204512067  1.04262233     2.51297951     0.0198578704   1.01802957     2.53607655     -508684858     0.112729251    1.31287861     2.4711349      -0.299159646   1.28347695     2.45762753
5              -0.200000003   0.800000012    2.5            -0.200000003   0.800000012    2.45000005     0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   0.00094948709  0.998457313    2.30029798     -0.0353012681  0.982867479    2.31452656     -0.177510858   0.869731426    2.46496391     19.978302      20.3086395     -700           Missed         -508658501     -0.184442982   0.781003535    2.46149683     -0.180474073   0.829626203    2.47215247     -508684857     -0.515219986   0.718397141    2.45853305     -0.142013565   1.1524725      2.44468284
6              0.200000003    1              2.5            0.200000003    1.5            2.5            0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   -0.0006752461190.997539878    2.30275416     0.0246523619   1.0030961      2.3213048      0.175817683    0.981726766    2.49299932     23.477766      23.8553715     -400           Hit            -508658500     0.214286163    1.01531148     2.50238705     0.213545531    1.01995623     2.51627398     -508684856     0.218571082    1.40269375     2.54739714     0.69209832     1.03292668     2.49987745
8              -0.200000003   1              2.5            0.300000012    1              2.5            0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   0.00193589926  0.998520136    2.29912233     -0.0271452367  0.998439789    2.31802464     -0.21596089    0.999676347    2.43691492     31.2050972     32.1309395     -400           Neutral        -508658498     -0.219534695   1.02686369     2.53347826     -0.214143857   1.02349806     2.49797678     -508684854     0.587017238    0.783808053    2.47166514     0.680168092    1.48688281     2.50637722
9              -0.200000003   1.20000005     2.5            -0.200000003   1.20000005     2.54999995     0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   -0.00175300241 0.998863816    2.29709268     -0.0278939307  1.02252817     2.31303358     -0.184052855   1.17981768     2.47736239     35.2807732     35.8625793     -100           Hit            -508658497     -0.186561957   1.18950129     2.49252796     -0.221354187   1.19134307     2.51432228     -508684853     -0.100144401   1.68171        2.5427537      0.0870919675   0.973771036    2.50704432
