Participant: IP
Session Start: 8/4/2025 2:02:11 PM
Trial          ConditionID    TargetX        TargetY        TargetZ        PenaltyX       PenaltyY       PenaltyZ       StartX         StartY         StartZ         ScaleX         ScaleY         ScaleZ         CtrlStartX     CtrlStartY     CtrlStartZ     MoveStartX     MoveStartY     MoveStartZ     EndX           EndY           EndZ           StartTime      EndTime        Score          Result         TargetSeed     TargetFirstX   TargetFirstY   TargetFirstZ   TargetLastX    TargetLastY    TargetLastZ    PenaltySeed    PenaltyFirstX  PenaltyFirstY  PenaltyFirstZ  PenaltyLastX   PenaltyLastY   PenaltyLastZ
1              5              0.200000003    1              2.5            0              0              0              0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   0.00113351643  0.999146581    2.29932475     0.0314769596   1.00719655     2.31427336     0.198382303    0.99756217     2.4687109      10.1966677     10.8643103     300            Hit            -1963275869    0.219377086    1.02690268     2.50230908     0.17639938     1.04100323     2.4916389      -1             0              0              0              0              0              0
2              0              -0.200000003   0.800000012    2.5            0              0              0              0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   0.00153881311  1.00064814     2.29914665     -0.015781045   0.979406357    2.31257439     -0.206823796   0.812375188    2.46247864     14.7073679     15.287674      600            Hit            -1963275868    -0.214488506   0.784110904    2.47721863     -0.216085523   0.801882744    2.51151657     -1             0              0              0              0              0              0
3              0              -0.200000003   0.800000012    2.5            0              0              0              0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   -0.0003926604990.998662293    2.30006599     0              0              0              0              0              0              18.1287537     18.1287537     600            Invalid Start  -1963275866    -0.221599683   0.76144439     2.48725629     -0.200454578   0.820918143    2.53969932     -1             0              0              0              0              0              0
4              6              -0.200000003   1.20000005     2.5            0              0              0              0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   -0.00283674896 1.00185525     2.30091262     0              0              0              0              0              0              20.958004      20.958004      600            Invalid Start  -1963275865    -0.163893536   1.20433891     2.52544665     -0.219263911   1.19813657     2.53072882     -1             0              0              0              0              0              0
5              3              -0.200000003   1              2.5            0              0              0              0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   -0.0494722128  0.993682981    2.32409716     0              0              0              0              0              0              24.1954041     24.1954041     600            Too Early      -1963275864    -0.22808978    1.02286899     2.49181819     -0.20590049    1.02118337     2.50292826     -1             0              0              0              0              0              0
6              6              -0.200000003   1.20000005     2.5            0              0              0              0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   0.0167435706   0.998565733    2.25012088     0              0              0              0              0              0              26.8161335     26.8161335     600            Too Early      -1963275863    -0.167871535   1.22508764     2.50954366     -0.171118706   1.19435823     2.5052762      -1             0              0              0              0              0              0
7              6              -0.200000003   1.20000005     2.5            0              0              0              0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   0.00229568779  0.99844861     2.3009553      -0.0244744122  1.02686787     2.31569076     -0.186895639   1.18112302     2.49012375     30.9016647     31.5519028     900            Hit            -1963275863    -0.175516754   1.23134542     2.47261429     -0.218874767   1.23163652     2.53294253     -1             0              0              0              0              0              0
8              0              -0.200000003   0.800000012    2.5            0              0              0              0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   0.000617176294 0.997598469    2.3010366      -0.0270222723  0.979233265    2.32114291     -0.200375468   0.81955117     2.48339057     36.6130104     37.1602974     1200           Hit            -1963275862    -0.223987311   0.841968775    2.51272678     -0.229547039   0.79749006     2.47592044     -1             0              0              0              0              0              0
9              0              -0.200000003   0.800000012    2.5            0              0              0              0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   0.00124320388  0.997411489    2.30095816     -0.0225250423  0.976587176    2.32029438     -0.205245018   0.819514036    2.47518826     39.9427185     40.5422401     1500           Hit            -1963275861    -0.181863472   0.825662494    2.53160095     -0.190201983   0.793896556    2.46442008     -1             0              0              0              0              0              0
10             8              0.200000003    1.20000005     2.5            0              0              0              0              1              2.29999995     0.0500000007   0.0500000007   0.0500000007   -0.00250628591 0.998753965    2.29839444     0.0185495764   1.02446783     2.30943871     0.21897009     1.18756783     2.49318266     43.337883      43.7887383     1800           Hit            -1963275860    0.168978423    1.18386519     2.49690533     0.214928895    1.16817188     2.5148797      -1             0              0              0              0              0              0
